county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee_by_mail,failsafe_provisional,failsafe
Charleston,St. Andrews 4,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 5,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 6,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 7,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,St. Andrews 8,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 9,Straight Party 2,,UNC,United Citizens,3,1,2,0,0,0,0
Charleston,St. Andrews 10,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,St. Andrews 11,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 12,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 13,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 14,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 15,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,St. Andrews 16,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,St. Andrews 17,Straight Party 2,,UNC,United Citizens,1,0,0,0,1,0,0
Charleston,St. Andrews 18,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 19,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 20,Straight Party 2,,UNC,United Citizens,2,2,0,0,0,0,0
Charleston,St. Andrews 21,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 22,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 23,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 24,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 25,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,St. Andrews 26,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 27,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,St. Andrews 28,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,St. Andrews 29,Straight Party 2,,UNC,United Citizens,3,2,1,0,0,0,0
Charleston,St. Andrews 30,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 31,Straight Party 2,,UNC,United Citizens,2,2,0,0,0,0,0
Charleston,St. Andrews 32,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 33,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,St. Andrews 34,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,St. Andrews 35,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,St. Andrews 36,Straight Party 2,,UNC,United Citizens,2,0,0,0,2,0,0
Charleston,St. Andrews 37,Straight Party 2,,UNC,United Citizens,1,0,0,0,1,0,0
Charleston,North Charleston 1,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,North Charleston 2,Straight Party 2,,UNC,United Citizens,1,0,0,0,1,0,0
Charleston,North Charleston 3,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,North Charleston 4,Straight Party 2,,UNC,United Citizens,2,1,0,0,1,0,0
Charleston,North Charleston 5,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 6,Straight Party 2,,UNC,United Citizens,6,0,5,0,1,0,0
Charleston,North Charleston 7,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,North Charleston 8,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 9,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,North Charleston 10,Straight Party 2,,UNC,United Citizens,5,0,4,0,1,0,0
Charleston,North Charleston 11,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,North Charleston 12,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 13,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,North Charleston 14,Straight Party 2,,UNC,United Citizens,2,1,0,0,1,0,0
Charleston,North Charleston 15,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,North Charleston 16,Straight Party 2,,UNC,United Citizens,1,1,0,0,0,0,0
Charleston,North Charleston 17,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 18,Straight Party 2,,UNC,United Citizens,1,0,0,0,1,0,0
Charleston,North Charleston 19,Straight Party 2,,UNC,United Citizens,2,0,2,0,0,0,0
Charleston,North Charleston 20,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 21,Straight Party 2,,UNC,United Citizens,2,0,1,0,1,0,0
Charleston,North Charleston 22,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,North Charleston 23,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 24,Straight Party 2,,UNC,United Citizens,3,2,1,0,0,0,0
Charleston,North Charleston 25,Straight Party 2,,UNC,United Citizens,1,0,1,0,0,0,0
Charleston,North Charleston 26,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 27,Straight Party 2,,UNC,United Citizens,2,1,0,0,1,0,0
Charleston,North Charleston 28,Straight Party 2,,UNC,United Citizens,2,1,1,0,0,0,0
Charleston,North Charleston 29,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,North Charleston 30,Straight Party 2,,UNC,United Citizens,3,1,2,0,0,0,0
Charleston,Failsafe,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,Provisional,Straight Party 2,,UNC,United Citizens,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,Straight Party 2,,UNC,United Citizens,1,0,0,0,0,1,0
Charleston,Awendaw,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Christ Church,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Isle Of Palms 1A,Straight Party 2,,GRN,Green,2,0,0,0,2,0,0
Charleston,Isle of Palms 1B,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Isle of Palms 1C,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Sullivans Island,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,McClellanville,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Deer Park 1A,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Deer Park 1B,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,Deer Park 2A,Straight Party 2,,GRN,Green,2,0,2,0,0,0,0
Charleston,Deer Park 2B,Straight Party 2,,GRN,Green,2,0,0,0,2,0,0
Charleston,Deer Park 2C,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Deer Park 3,Straight Party 2,,GRN,Green,3,1,1,0,1,0,0
Charleston,Lincolnville,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Ladson,Straight Party 2,,GRN,Green,3,1,2,0,0,0,0
Charleston,Edisto Island,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Wadmalaw Island 1,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Wadmalaw Island 2,Straight Party 2,,GRN,Green,4,2,2,0,0,0,0
Charleston,Kiawah Island,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Town of Seabrook,Straight Party 2,,GRN,Green,2,1,0,0,1,0,0
Charleston,Folly Beach 1,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Folly Beach 2,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 1,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 2,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Charleston 3,Straight Party 2,,GRN,Green,2,1,0,0,1,0,0
Charleston,Charleston 4,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 5,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 6,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 7,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 8,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Charleston 9,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 10,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 11,Straight Party 2,,GRN,Green,2,1,0,0,1,0,0
Charleston,Charleston 12,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,Charleston 13,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 14,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 15,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 16,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 17,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 18,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Charleston 19,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 20,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Charleston 21,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 1,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Mt. Pleasant 2,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 3,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 4,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,Mt. Pleasant 5,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 6,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 7,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Mt. Pleasant 8,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 9,Straight Party 2,,GRN,Green,2,0,0,0,2,0,0
Charleston,Mt. Pleasant 10,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 11,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 12,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,Mt. Pleasant 13,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 14,Straight Party 2,,GRN,Green,2,0,1,0,1,0,0
Charleston,Mt. Pleasant 15,Straight Party 2,,GRN,Green,3,1,1,0,1,0,0
Charleston,Mt. Pleasant 16,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,Mt. Pleasant 17,Straight Party 2,,GRN,Green,3,1,2,0,0,0,0
Charleston,Mt. Pleasant 18,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 19,Straight Party 2,,GRN,Green,2,0,1,0,1,0,0
Charleston,Mt. Pleasant 20,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 21,Straight Party 2,,GRN,Green,1,0,0,0,1,0,0
Charleston,Mt. Pleasant 22,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 23,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 24,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 25,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Mt. Pleasant 26,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 27,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 28,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 29,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 30,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,Mt. Pleasant 31,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 32,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 33,Straight Party 2,,GRN,Green,5,3,2,0,0,0,0
Charleston,Mt. Pleasant 34,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 35,Straight Party 2,,GRN,Green,5,0,5,0,0,0,0
Charleston,Mt. Pleasant 36,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 37,Straight Party 2,,GRN,Green,3,1,1,0,1,0,0
Charleston,Mt. Pleasant 38,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Mt. Pleasant 39,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,James Island 1A,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 1B,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,James Island 3,Straight Party 2,,GRN,Green,3,1,2,0,0,0,0
Charleston,James Island 5A,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,James Island 5B,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,James Island 6,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,James Island 7,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 8A,Straight Party 2,,GRN,Green,3,1,1,0,1,0,0
Charleston,James Island 8B,Straight Party 2,,GRN,Green,3,2,1,0,0,0,0
Charleston,James Island 9,Straight Party 2,,GRN,Green,3,1,2,0,0,0,0
Charleston,James Island 10,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 11,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 12,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,James Island 13,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,James Island 14,Straight Party 2,,GRN,Green,1,0,0,0,1,0,0
Charleston,James Island 15,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 17,Straight Party 2,,GRN,Green,2,0,2,0,0,0,0
Charleston,James Island 19,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,James Island 20,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,James Island 22,Straight Party 2,,GRN,Green,1,0,0,0,1,0,0
Charleston,Johns Island 1A,Straight Party 2,,GRN,Green,3,2,0,0,1,0,0
Charleston,Johns Island 1B,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,Johns Island 2,Straight Party 2,,GRN,Green,4,1,1,0,2,0,0
Charleston,Johns Island 3A,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,Johns Island 3B,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Johns Island 4,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Pauls 1,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Pauls 2A,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Pauls 2B,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Pauls 3,Straight Party 2,,GRN,Green,3,1,2,0,0,0,0
Charleston,St. Pauls 4,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Pauls 5,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,St. Pauls 6,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 1,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 2,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 3,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,St. Andrews 4,Straight Party 2,,GRN,Green,2,1,0,0,1,0,0
Charleston,St. Andrews 5,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 6,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 7,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 8,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 9,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,St. Andrews 10,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,St. Andrews 11,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 12,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 13,Straight Party 2,,GRN,Green,1,0,0,0,1,0,0
Charleston,St. Andrews 14,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 15,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 16,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 17,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,St. Andrews 18,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 19,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 20,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 21,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 22,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 23,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 24,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 25,Straight Party 2,,GRN,Green,2,0,2,0,0,0,0
Charleston,St. Andrews 26,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 27,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 28,Straight Party 2,,GRN,Green,2,1,0,0,1,0,0
Charleston,St. Andrews 29,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,St. Andrews 30,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,St. Andrews 31,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,St. Andrews 32,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,St. Andrews 33,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 34,Straight Party 2,,GRN,Green,1,0,0,0,1,0,0
Charleston,St. Andrews 35,Straight Party 2,,GRN,Green,4,3,1,0,0,0,0
Charleston,St. Andrews 36,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,St. Andrews 37,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 1,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 2,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 3,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 4,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,North Charleston 5,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,North Charleston 6,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 7,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 8,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 9,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 10,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 11,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 12,Straight Party 2,,GRN,Green,2,1,1,0,0,0,0
Charleston,North Charleston 13,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 14,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,North Charleston 15,Straight Party 2,,GRN,Green,3,1,2,0,0,0,0
Charleston,North Charleston 16,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 17,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 18,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 19,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 20,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,North Charleston 21,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 22,Straight Party 2,,GRN,Green,2,2,0,0,0,0,0
Charleston,North Charleston 23,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,North Charleston 24,Straight Party 2,,GRN,Green,1,0,1,0,0,0,0
Charleston,North Charleston 25,Straight Party 2,,GRN,Green,3,0,3,0,0,0,0
Charleston,North Charleston 26,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 27,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 28,Straight Party 2,,GRN,Green,2,0,2,0,0,0,0
Charleston,North Charleston 29,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,North Charleston 30,Straight Party 2,,GRN,Green,1,1,0,0,0,0,0
Charleston,Failsafe,Straight Party 2,,GRN,Green,1,0,0,0,0,0,1
Charleston,Provisional,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,Straight Party 2,,GRN,Green,0,0,0,0,0,0,0
Charleston,Awendaw,Straight Party 2,,REP,Republican,362,217,132,0,13,0,0
Charleston,Christ Church,Straight Party 2,,REP,Republican,278,165,97,0,16,0,0
Charleston,Isle Of Palms 1A,Straight Party 2,,REP,Republican,246,104,128,0,14,0,0
Charleston,Isle of Palms 1B,Straight Party 2,,REP,Republican,320,139,169,0,12,0,0
Charleston,Isle of Palms 1C,Straight Party 2,,REP,Republican,410,240,133,0,37,0,0
Charleston,Sullivans Island,Straight Party 2,,REP,Republican,313,147,150,0,16,0,0
Charleston,McClellanville,Straight Party 2,,REP,Republican,346,124,207,0,15,0,0
Charleston,Deer Park 1A,Straight Party 2,,REP,Republican,136,56,72,0,8,0,0
Charleston,Deer Park 1B,Straight Party 2,,REP,Republican,450,250,152,0,48,0,0
Charleston,Deer Park 2A,Straight Party 2,,REP,Republican,401,202,166,0,33,0,0
Charleston,Deer Park 2B,Straight Party 2,,REP,Republican,192,112,73,0,7,0,0
Charleston,Deer Park 2C,Straight Party 2,,REP,Republican,178,115,55,0,8,0,0
Charleston,Deer Park 3,Straight Party 2,,REP,Republican,207,99,102,0,6,0,0
Charleston,Lincolnville,Straight Party 2,,REP,Republican,310,142,156,0,12,0,0
Charleston,Ladson,Straight Party 2,,REP,Republican,444,223,188,0,33,0,0
Charleston,Edisto Island,Straight Party 2,,REP,Republican,404,219,158,0,27,0,0
Charleston,Wadmalaw Island 1,Straight Party 2,,REP,Republican,220,164,43,0,13,0,0
Charleston,Wadmalaw Island 2,Straight Party 2,,REP,Republican,189,125,42,0,22,0,0
Charleston,Kiawah Island,Straight Party 2,,REP,Republican,450,250,144,0,56,0,0
Charleston,Town of Seabrook,Straight Party 2,,REP,Republican,510,277,193,0,40,0,0
Charleston,Folly Beach 1,Straight Party 2,,REP,Republican,177,92,75,0,10,0,0
Charleston,Folly Beach 2,Straight Party 2,,REP,Republican,216,154,54,0,8,0,0
Charleston,Charleston 1,Straight Party 2,,REP,Republican,174,112,48,0,14,0,0
Charleston,Charleston 2,Straight Party 2,,REP,Republican,187,127,48,0,12,0,0
Charleston,Charleston 3,Straight Party 2,,REP,Republican,127,90,31,0,6,0,0
Charleston,Charleston 4,Straight Party 2,,REP,Republican,138,66,66,0,6,0,0
Charleston,Charleston 5,Straight Party 2,,REP,Republican,104,63,33,0,8,0,0
Charleston,Charleston 6,Straight Party 2,,REP,Republican,144,78,56,0,10,0,0
Charleston,Charleston 7,Straight Party 2,,REP,Republican,156,99,46,0,11,0,0
Charleston,Charleston 8,Straight Party 2,,REP,Republican,73,43,28,0,2,0,0
Charleston,Charleston 9,Straight Party 2,,REP,Republican,61,33,27,0,1,0,0
Charleston,Charleston 10,Straight Party 2,,REP,Republican,32,15,17,0,0,0,0
Charleston,Charleston 11,Straight Party 2,,REP,Republican,120,71,43,0,6,0,0
Charleston,Charleston 12,Straight Party 2,,REP,Republican,122,74,42,0,6,0,0
Charleston,Charleston 13,Straight Party 2,,REP,Republican,77,45,30,0,2,0,0
Charleston,Charleston 14,Straight Party 2,,REP,Republican,104,61,42,0,1,0,0
Charleston,Charleston 15,Straight Party 2,,REP,Republican,208,111,94,0,3,0,0
Charleston,Charleston 16,Straight Party 2,,REP,Republican,66,45,21,0,0,0,0
Charleston,Charleston 17,Straight Party 2,,REP,Republican,55,25,26,0,4,0,0
Charleston,Charleston 18,Straight Party 2,,REP,Republican,104,50,53,0,1,0,0
